id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
164448,Double room in central Stockholm with Wi-Fi,784312,Li,,Södermalms,59.31389,18.06087,Private room,944,2,430,2024-12-09,2.63,2,177,30,
220851,One room in appartement,412283,Fredric,,Kungsholmens,59.33351,18.03693,Private room,414,2,64,2024-08-30,0.40,2,360,1,
238411,Cozy apartment in central Stockholm,1250232,Mia,,Norrmalms,59.33872,18.05131,Entire home/apt,1320,1,110,2016-12-13,0.69,1,88,0,
242188,Single room in central Stockholm with Wi-Fi,784312,Li,,Södermalms,59.31198,18.06076,Private room,814,2,414,2024-12-01,2.64,2,180,24,
273906,Penthouse in central Stockholm,1432722,Rodrigo,,Södermalms,59.30543,18.10771,Entire home/apt,2750,6,4,2017-07-31,0.03,2,9,0,
299154,Cosy apartment central at Sodermalm,1541953,Daniel,,Södermalms,59.31846,18.07042,Entire home/apt,1190,2,665,2024-10-03,4.73,1,165,41,
299863,Playful temple with genuine meetings for big&small,1322033,Anna,,Hägersten-Liljeholmens,59.30318,17.99521,Entire home/apt,,3,68,2024-09-21,0.43,1,236,10,
301680,one cosy double room for rent,1554143,Anitta,,Älvsjö,59.27635,17.99165,Private room,750,1,38,2024-11-06,0.25,2,365,5,
302496,"Spacious, bright, unique apartment",1557657,Seta,,Norrmalms,59.34685,18.06056,Entire home/apt,4300,5,97,2024-09-03,0.64,1,325,5,
313763,Excellent location in the city center,1533849,Per,,Norrmalms,59.34283,18.0493,Entire home/apt,900,80,51,2019-09-26,0.33,1,177,0,
326304,Beautiful apartment SOFO,1668629,Tova,,Södermalms,59.31352,18.09072,Entire home/apt,1400,3,16,2024-09-29,0.10,1,95,5,
368952,Small house,746396,Madeleine,,Skarpnäcks,59.24656,18.17775,Entire home/apt,360,1,25,2024-12-03,0.16,1,177,6,
385701,"Terrace house in Stockholm, Farsta",1930434,Alex,,Farsta,59.25094,18.09676,Entire home/apt,,8,9,2024-07-31,0.08,1,0,1,
438129,Bunk bed close by Alvsjo Exhibition,914316,Ea,,Enskede-Årsta-Vantörs,59.26424,18.02277,Private room,350,1,44,2024-11-25,0.29,3,365,11,
442837,Modern room in Stockholm with great communication,2200827,Jo,,Hägersten-Liljeholmens,59.310410933554515,18.02404045094815,Private room,,3,100,2023-11-18,0.65,1,0,0,
451155,Spacious house in Stockholm,2240860,Malin,,Enskede-Årsta-Vantörs,59.28003,18.05527,Entire home/apt,2200,3,25,2022-07-24,0.17,1,83,0,
475409,CHARMING 1 Bed Room in City Center (share),2356697,Cor,,Södermalms,59.31412,18.08274,Private room,523,3,41,2017-06-29,0.27,1,29,0,
478105,• ARTISTIC PENTHOUSE NEAR CITY CENTER,1756346,Christian,,Hägersten-Liljeholmens,59.30177,17.99189,Entire home/apt,1399,4,33,2024-08-25,0.23,1,159,2,
533880,Nice room Erik Dahlbergsgatan,2624450,Jarl,,Östermalms,59.34412,18.08957,Private room,,10,105,2018-08-08,0.69,1,0,0,
539747,"Lovely villa, with cinema, gym and jacuzzi!",2651868,Helena,,Skarpnäcks,59.2783119,18.1181517,Entire home/apt,2700,6,4,2024-08-14,0.23,1,329,2,
556363,Spacious apartment at top location,2735709,Lennard,,Norrmalms,59.34171,18.03712,Entire home/apt,1000,4,43,2024-01-15,0.37,1,8,2,
560308,Great 2 bedroom apartment Stockholm,2755002,Checkin,,Bromma,59.33536,17.97669,Entire home/apt,1760,21,14,2023-11-30,0.09,3,93,0,
565912,Savor Sea Views at a Sweet Retreat with Heaving Bookshelves,2782963,Patrik,,Hägersten-Liljeholmens,59.31711,18.00519,Entire home/apt,4245,4,29,2024-07-21,0.21,1,36,4,
568341,Junior 1 bedroom Apartment Stockholm 2,2755002,Checkin,,Kungsholmens,59.33583,18.02983,Entire home/apt,981,1,47,2024-07-21,0.42,3,236,8,
581243,Great Room in City Center,2860556,Edwin,,Östermalms,59.33894,18.0919,Private room,470,1,752,2024-12-24,4.96,1,22,52,
708979,Mysig lägenhet nära stad och natur,1842108,Samuel,,Skarpnäcks,59.292661,18.11225,Entire home/apt,552,14,12,2024-08-12,0.08,1,22,2,
739726,Cozy apartment at Södermalm/SOFO,2400487,Ulla,,Södermalms,59.31414,18.08102,Entire home/apt,,2,104,2024-06-30,0.71,1,0,2,
748847,Gorgeous apartment with balcony in 1885 building,3934547,Heath,,Södermalms,59.31544,18.0755,Entire home/apt,1250,75,18,2021-06-04,0.13,1,95,0,
755843,Nice apartment in the city center,3978910,Pär,,Kungsholmens,59.32881,18.03559,Entire home/apt,1549,2,213,2024-12-15,1.93,1,307,40,
763407,Cozy flat in central Stockholm,3549257,Gabriella,,Norrmalms,59.34489,18.05216,Entire home/apt,1850,3,102,2024-08-05,0.71,1,84,2,
776012,Old town flat with a fantastic view,4093218,Majken,,Södermalms,59.32355,18.0698,Entire home/apt,,1,54,2024-09-01,0.37,1,0,10,
776155,Unique exclusive quiet penthouse/loft,3963441,Ann-Sofie,,Norrmalms,59.34353,18.05081,Entire home/apt,1800,5,20,2018-10-09,0.14,1,27,0,
785218,Unique 3 floor Town House,4139711,Fredrik,,Kungsholmens,59.32142,17.99469,Entire home/apt,1700,5,28,2024-08-08,0.20,1,27,6,
795354,"Exclusive apartment, best location",3972727,Gustav,,Norrmalms,59.33981,18.06163,Entire home/apt,2200,1,55,2024-09-15,0.40,1,0,5,
810344,Style and charm heart of Stockholm,3189338,Lisa,,Östermalms,59.33591,18.08483,Entire home/apt,2500,5,141,2024-11-02,0.99,1,365,8,
822497,Cozy apartment with a terrace!,4319402,Moa,,Hägersten-Liljeholmens,59.29788,17.98505,Entire home/apt,1843,3,50,2024-10-31,0.35,1,9,3,
838442,City Backpackers  - 6 Bed Apartment with Sauna,4380521,City Backpackers,,Norrmalms,59.33593,18.05542,Entire home/apt,2626,1,84,2024-11-10,0.78,3,274,11,
840600,Nice room in central Stockholm,4390012,Anna,,Kungsholmens,59.33633,18.03002,Private room,890,4,133,2024-11-05,0.95,1,323,11,
845365,"Room near forest/beach, 20 min to city center.",4174933,Mae Jane And Mich,,Skärholmens,59.29578,17.92813,Private room,220,1,52,2024-10-01,0.41,2,90,19,
855338,"Modern Apartment, Central Stockholm",1663234,Daniel,,Norrmalms,59.35019,18.05544,Entire home/apt,1300,6,4,2014-06-20,0.03,1,364,0,
858902,Single room-city centre of Sthlm G,4495747,Lotta,,Östermalms,59.33884,18.08536,Private room,740,3,55,2024-12-14,0.39,1,28,11,
884403,"Apartment in Stockholm, Furnished",779150,Henrik,,Södermalms,59.307583,18.080265,Entire home/apt,1320,5,54,2024-09-09,0.37,1,353,1,
897584,"Charming, rural apt near Södermalm",1552575,Viveka,,Hägersten-Liljeholmens,59.30091,17.99012,Entire home/apt,,3,46,2023-12-21,0.32,1,0,0,
903577,Närhet till Globen och Tele2 arena och City,4830362,Jeanette,,Enskede-Årsta-Vantörs,59.28674,18.0953,Private room,873,1,33,2024-05-31,0.31,1,80,1,
916806,Unique place with panoramic view!!,4922434,Julia,,Skärholmens,59.27977,17.89568,Entire home/apt,790,3,338,2024-11-15,2.36,2,276,10,
938750,Penthouse in Stockholm,4664327,Peter,,Södermalms,59.31577,18.07724,Private room,3000,14,1,2013-11-09,0.01,1,365,0,
954832,Central Stockholm studio - also for longer stays,4059782,Mikael,,Kungsholmens,59.33567,18.03108,Entire home/apt,1250,3,334,2024-12-15,2.35,1,271,35,
1048260,Charming & bohemic 1 bedroom flat,5770735,Annika,,Skarpnäcks,59.29782,18.08865,Entire home/apt,800,4,99,2024-08-26,0.70,1,299,6,
1054406,Spacious safe scenic near Stockholm,5806608,Thomas,,Älvsjö,59.27347,17.958,Entire home/apt,921,2,219,2024-12-09,1.82,1,353,29,
1096827,Charming flat in the Garden-suburb,6027093,Anita,,Enskede-Årsta-Vantörs,59.28454,18.0866,Entire home/apt,1000,4,66,2024-08-21,0.47,1,78,9,
1115790,Top floor flat in trendy Hornstull,6123933,Fatima,,Södermalms,59.31793,18.03252,Entire home/apt,2300,5,17,2024-08-02,0.19,1,5,4,
1126893,Stylish apartment in central Sthlm w water view,6182136,Linus,,Kungsholmens,59.32769,18.0365,Entire home/apt,1800,2,33,2024-05-19,0.23,1,168,1,
1153177,Lovely Apartment Central Stockholm,6319741,Terry,,Östermalms,59.34453,18.08507,Entire home/apt,3300,6,170,2024-11-02,1.21,1,343,12,
1158893,Quiet Oasis Near Central Stockholm,2043953,Dany,,Hägersten-Liljeholmens,59.2932,17.95069,Entire home/apt,3683,3,113,2024-08-31,0.87,1,341,9,
1166419,Central apartement in Stockholm!,6387456,Margit,,Norrmalms,59.34858,18.05753,Entire home/apt,850,7,18,2024-04-17,0.13,1,30,1,
1168964,Big bright bedroom - FEMALE guest! Only 1 person!,4640226,Leila,,Skarpnäcks,59.26466,18.12983,Private room,,1,58,2022-10-03,0.41,1,0,0,
1170669,House with garden close to city,6409405,Jennie,,Enskede-Årsta-Vantörs,59.28332,18.04978,Entire home/apt,1800,3,13,2024-07-28,0.09,2,352,5,
1170766,A Studio at Mariaberget,6409820,Annika,,Södermalms,59.32047,18.05648,Private room,,3,250,2024-12-26,1.77,1,224,34,
1170802,Ljust rum nära city,5809604,Petra,,Skarpnäcks,59.28966,18.10292,Private room,,3,6,2022-09-17,0.19,1,0,0,
1173290,Great attic quiet apt in SthlmCity,6422311,Christian,,Norrmalms,59.34001,18.02843,Entire home/apt,1572,28,23,2015-08-10,0.17,2,363,0,
1228583,Södermalm - outstanding view,6701871,Linda,,Södermalms,59.31016,18.05401,Entire home/apt,,3,18,2022-08-18,0.21,1,0,0,
1234960,"Amazing, child friendly house with  large garden",6246528,Jacob,,Enskede-Årsta-Vantörs,59.28009,18.06047,Entire home/apt,3786,3,101,2024-12-10,0.77,1,250,10,
1250227,Idyllic apartment in central Stockh,6812616,Per,,Östermalms,59.34199,18.06906,Entire home/apt,700,90,21,2019-04-05,0.15,1,214,0,
1254130,Attic in the heart of Stockholm,6832481,Amalia,,Norrmalms,59.34153,18.06322,Entire home/apt,1500,10,39,2024-08-17,0.28,1,30,6,
1255668,"Seawiew, and a private terrace - 15 min to city!",6839874,Sandra,,Kungsholmens,59.32357,17.98983,Entire home/apt,2200,5,34,2024-08-10,0.25,1,365,3,
1258584,"Unique VIlla ""in the city""",6854622,Maria & Robert,,Kungsholmens,59.31886,17.98479,Private room,,7,0,,,1,0,0,
1263558,101 sqm in central Stockholm,6879406,Carl,,Norrmalms,59.34607,18.06306,Entire home/apt,2200,14,12,2023-08-13,0.10,1,204,0,
1267540,Cozy family flat in Hornstull,6305220,Nalvia,,Södermalms,59.31815,18.0301,Entire home/apt,,5,4,2024-08-03,0.06,1,0,2,
1271843,Trendy and stylish Södermalm,6922243,André,,Södermalms,59.31664,18.05903,Private room,900,2,188,2023-12-28,1.38,1,0,0,
1281802,Quiet room in city center,4683120,Terese,,Östermalms,59.3397,18.07834,Private room,975,2,31,2016-09-03,0.22,1,364,0,
1307331,Nice townhouse close to Stockholm C,7107147,Marcus,,Hägersten-Liljeholmens,59.30438,17.96837,Entire home/apt,2294,3,25,2019-12-28,0.18,1,354,0,
1323752,90 m2 family flat mid Södermalm,7185274,Linda,,Södermalms,59.31323,18.05996,Entire home/apt,2210,6,4,2014-11-15,0.03,1,85,0,
1341533,Bed & Breakfast on Mariaberget,5866335,Per J,,Södermalms,59.32068,18.06563,Private room,,1,101,2023-09-18,0.73,2,0,0,
1369232,Nice room close to downtown,7425669,Håkan,,Skarpnäcks,59.29562,18.09225,Private room,450,2,115,2024-10-10,0.83,2,228,3,
1417777,"Very small room, very central",7638228,Sara,,Kungsholmens,59.32916,18.02933,Private room,700,2,51,2024-07-07,0.45,2,363,3,
1469714,A unique eco townhouse in Stockholm,4361489,Jonas,,Skarpnäcks,59.28659,18.11973,Entire home/apt,3300,3,81,2024-08-12,0.60,1,208,7,
1486023,Newly renovated and close to metro.,7948578,Amaniel,,Skarpnäcks,59.26545,18.13086,Private room,350,4,205,2024-10-23,1.48,2,365,4,
1497100,Ett rum i min mysiga lägenhet,8000729,Catherine,,Skarpnäcks,59.27643,18.13432,Private room,,2,92,2022-05-27,0.71,1,278,0,
1514308,Eget rum i Stockholm.,8085644,Lidia,,Enskede-Årsta-Vantörs,59.2596,18.02515,Private room,,1,0,,,1,0,0,
1526905,Townhouse in beautiful Stockholm,8127405,Susanna & Markus,,Skärholmens,59.27477,17.8875,Entire home/apt,1499,6,14,2024-08-12,0.14,1,90,1,
1545184,Stunning apartment with magic view,8234420,Ulf,,Hägersten-Liljeholmens,59.30034,17.98018,Entire home/apt,1500,6,0,,,1,177,0,
1553258,1909's charming house with garden,8271834,Annette,,Enskede-Årsta-Vantörs,59.2846,18.09112,Entire home/apt,,4,16,2019-07-23,0.12,1,0,0,
1578027,1/4-Student/Int-ship-room 15 min to Stockholm City,8387566,Mats,,Hägersten-Liljeholmens,59.30522,17.97684,Private room,229,30,17,2024-11-29,0.14,4,364,3,
1590268,Spacious high end villa in trendy Old Enskede,1744471,Tomas,,Enskede-Årsta-Vantörs,59.28507,18.07657,Entire home/apt,,5,24,2024-07-24,0.21,1,0,3,
1595682,Charming old town apartment,7262219,Charlie,,Södermalms,59.32443,18.07014,Entire home/apt,1686,3,263,2024-12-13,2.33,1,95,42,
1618691,Östermalm i Stockholm,8611392,Mona,,Norrmalms,59.34872,18.0584,Entire home/apt,,3,1,2016-06-06,0.01,1,180,0,
1622938,Incredible view from apartment!,5261161,Yamilla,,Södermalms,59.31892,18.07324,Entire home/apt,3400,3,35,2023-07-22,0.27,1,178,0,
1634582,Stay in the unique Old town!,8682987,Annika,,Södermalms,59.32465,18.07507,Entire home/apt,1690,3,290,2024-12-23,2.33,1,0,61,
1647364,Exclusive topfloor appartment.,8729335,Elisabet,,Södermalms,59.31311,18.08324,Entire home/apt,1543,3,220,2024-12-28,1.78,1,27,77,
1695375,Room for two in Hornstull,6258710,Jennie,,Hägersten-Liljeholmens,59.30509,18.01309,Private room,,2,48,2019-06-04,0.36,1,1,0,
1698887,Spacious flat in central Stockholm,8971123,Mia And Christer,,Södermalms,59.31729,18.06978,Entire home/apt,4000,2,10,2024-06-03,0.09,1,4,2,
1750830,Rooms with double beds,9210474,Jonas,,Södermalms,59.31873252935418,18.06506834512685,Private room,950,3,296,2024-12-17,2.56,1,337,42,
1899299,Apartment with balcony in SoFo,9864929,Anna,,Södermalms,59.31455,18.08412,Entire home/apt,1100,2,23,2019-10-20,0.20,1,20,0,
1909266,Modern lake front villa with large pool,515561,Stefan,,Älvsjö,59.27087,17.971,Entire home/apt,8000,7,10,2022-08-20,0.08,1,263,0,
1965660,Mysig boende i Örby Slott,10153471,Sven,,Älvsjö,59.2815836,18.0275256,Entire home/apt,799,2,41,2024-12-09,2.48,1,264,25,
1976424,Spacious family villa - Bromma,10193488,Magnus,,Bromma,59.32446,17.93298,Entire home/apt,,3,2,2015-08-15,0.01,1,0,0,
1981087,Quiet room nearby nature and town,6339311,Ulrike,,Skärholmens,59.29226,17.92663,Private room,590,2,114,2024-09-10,0.86,2,365,10,
1987813,Cosy place near nature and town,6339311,Ulrike,,Skärholmens,59.29336,17.92649,Private room,690,2,67,2024-09-12,0.51,2,365,3,
2015509,Large colorful and bright family home,9028233,Filip,,Södermalms,59.31926,18.04005,Entire home/apt,,4,58,2022-08-05,0.45,1,0,0,
2105577,"Familjelägenhet  nära City, restauranger och natur",10734409,Peter,,Skarpnäcks,59.27742,18.13,Entire home/apt,,9,5,2023-07-24,0.06,1,0,0,
2114092,Åsen,10778455,Melina,,Hägersten-Liljeholmens,59.298818865083405,17.978867813944817,Entire home/apt,1050,1,3,2024-08-13,0.54,1,86,3,
2122036,Modern home next to Stureplan,10295304,Tina,,Norrmalms,59.33819,18.06881,Entire home/apt,850,90,100,2020-09-17,0.76,1,146,0,
2161404,Spacious 3 room flat on Södermalm,784410,Karin,,Södermalms,59.30883,18.0631,Entire home/apt,,6,9,2024-08-10,0.09,1,0,2,
2166026,Stockholm house close to fair/town,4455221,Janu,,Enskede-Årsta-Vantörs,59.26965,18.06399,Entire home/apt,3500,2,282,2024-12-15,2.21,2,272,19,
2176443,"Trendy, cosy Stockholm: near to all",3429907,Ella,,Södermalms,59.31691,18.06119,Private room,350,7,75,2024-12-15,0.57,1,280,8,
2190867,Charming and spacious with balcony,11173110,Carina,,Södermalms,59.31128,18.06236,Entire home/apt,3950,2,139,2024-12-24,1.05,1,79,17,
2241162,Stylish flat in upscale city centre,10152883,Martina,,Norrmalms,59.34772,18.06245,Entire home/apt,,7,12,2024-08-13,0.09,1,0,1,
2418718,Spacious four room appartment,6843582,Johanna,,Skärholmens,59.30026,17.93944,Entire home/apt,,2,4,2014-08-15,0.03,1,0,0,
2450331,Central apartment,12529935,Mikael,,Norrmalms,59.34496,18.05438,Entire home/apt,1193,4,249,2024-12-17,2.24,1,300,39,
2466035,Central lägenhet,12608827,Anna,,Kungsholmens,59.33677,18.0272,Entire home/apt,990,7,7,2018-09-16,0.06,1,365,0,
2494551,4 bedroom in the heart of Stockholm,12343125,Asa,,Norrmalms,59.34293,18.05353,Entire home/apt,4000,6,15,2024-08-04,0.12,1,115,3,
2498868,Sea side house 10 min from Stockholm city,1362639,Henrik,,Norrmalms,59.33037567138672,18.064674377441406,Entire home/apt,,1,0,,,1,0,0,
2508990,Studio apartment in quiet area,12840873,Odd,,Kungsholmens,59.3326,17.99644,Entire home/apt,,3,36,2015-09-02,0.28,1,0,0,
2537297,Beautiful apartment,6922769,Henrik,,Bromma,59.33362,17.98046,Entire home/apt,700,14,41,2021-10-31,0.32,1,69,0,
2557713,Amazing 3 BR.Perfect for families!,6944102,Marie,,Södermalms,59.31434,18.06096,Entire home/apt,2500,3,138,2024-12-27,1.06,1,0,13,
2580932,Room for 5+ in house in Stockholm,914316,Ea,,Enskede-Årsta-Vantörs,59.26455,18.02296,Entire home/apt,1900,1,1,2015-07-05,0.01,3,25,0,
2589346,Close to city & nature. Calm area.,2203983,Annelie,,Hägersten-Liljeholmens,59.3088,17.9891,Private room,459,30,15,2024-08-11,0.13,1,226,1,
2624356,Modern 3 room apartment Stockholm,13441032,Peter,,Kungsholmens,59.3398,18.00785,Entire home/apt,1850,2,33,2024-08-24,0.26,1,249,6,
2638846,Wonderful suburban villa,13513175,Lina,,Skarpnäcks,59.27644189999999,18.114881,Entire home/apt,2000,5,6,2024-07-31,0.34,1,120,3,
2639392,Bright cozy room in Stockholm!,3418393,Teresia,,Farsta,59.26278,18.07926,Private room,390,2,122,2024-10-19,0.97,1,151,13,
2647595,Studio at Östermalm,7976790,Per,,Östermalms,59.33761,18.10043,Entire home/apt,630,3,407,2024-12-15,3.37,1,91,36,
2650231,"Apartment Södermalm, Stockholm",13566516,Ella,,Södermalms,59.3201,18.05927,Entire home/apt,1900,3,32,2023-11-19,0.35,1,23,0,
2668289,3R apt close to Södermalm,13658686,Elin,,Södermalms,59.30371,18.09832,Entire home/apt,,3,104,2024-12-01,0.81,1,0,19,
2682351,Spacious and comfortable room in central Stockholm,13731960,David,,Norrmalms,59.34739540267094,18.04627356224557,Private room,,3,153,2024-09-15,1.18,1,0,16,
2695984,Magic Trendy City Flat &lt;3,13799080,Evelyn,,Södermalms,59.30755,18.08037,Entire home/apt,1085,1,187,2024-12-08,1.44,1,259,15,
2715352,Charmig lägenhet Långholmskanalen 5 pers,13894935,Lina,,Södermalms,59.31951,18.03471,Entire home/apt,,3,54,2024-12-29,0.42,1,0,9,
2729363,"Stor villa, nära stad och vattnet, med boulebana",13967715,Eric,,Bromma,59.33831894360351,17.966414450750715,Entire home/apt,3129,3,11,2024-11-25,0.63,1,244,4,
2776433,Cozy House close to the city,14196669,Linnea,,Farsta,59.2695,18.08182,Entire home/apt,1800,2,8,2024-12-26,0.66,1,0,8,
2845289,Fantastiskt hus i underbart läge. Nära bad & stad.,14551832,Marcus,,Bromma,59.32577896118164,17.931291580200195,Entire home/apt,1500,6,7,2024-05-20,0.23,1,358,2,
2852016,Perfect familyhouse close to city,14583146,Gustav,,Älvsjö,59.27538,17.97923,Entire home/apt,,5,5,2015-08-08,0.04,1,0,0,
2856241,Charming 4-bedroom apt Sthlm City,14602075,Malin,,Norrmalms,59.33725,18.05207,Entire home/apt,3434,2,81,2024-07-14,0.63,1,71,10,
2906312,Sunny balcony close to town,8912192,Patrik,,Enskede-Årsta-Vantörs,59.27403,18.05435,Entire home/apt,630,30,70,2024-08-16,0.54,1,269,2,
2917399,"Stockholm, SOFO; near Old Town.",679557,Philo And Lars,,Södermalms,59.30884,18.0841,Entire home/apt,,6,8,2024-07-21,0.07,1,5,2,
2942951,Charming room in retro style apartment,15024927,Miriam,,Södermalms,59.31048,18.06967,Private room,,7,10,2023-07-13,0.08,1,0,0,
2951723,"2 rooms, top floor, beautiful view!",2718297,Linda,,Södermalms,59.31678,18.04136,Entire home/apt,,5,10,2023-08-05,0.08,1,0,0,
2995648,Experience more,8098890,Robin,,Södermalms,59.31512,18.06252,Entire home/apt,2616,3,219,2024-12-19,1.69,20,232,26,
3000676,Vindsvåning,15295653,Katrin,,Östermalms,59.33955430111881,18.078541237043964,Entire home/apt,15000,1,0,,,1,269,0,
3008038,Spacious 3 room apt on Södermalm,4306005,Fredrik,,Södermalms,59.30812,18.06417,Entire home/apt,4000,3,52,2024-07-23,0.40,1,316,4,
3023612,Room in private house w. private en-suite bathroom,8483582,Tommy,,Älvsjö,59.27691,18.00104,Private room,1200,2,5,2024-06-29,0.25,1,365,3,
3036203,"Urban, trendy studio in SoFo.",15463422,Malin,,Södermalms,59.30856,18.08396,Entire home/apt,,2,34,2024-05-20,0.26,1,0,1,
3039106,"A one-of-a-kind apartment, overlooking the park",6790299,Magnus,,Norrmalms,59.34316,18.04366,Entire home/apt,3450,4,45,2024-11-02,0.35,1,27,9,
3092308,Urban/Nature Stockholm,4736776,Björn,,Hägersten-Liljeholmens,59.31377,18.01204,Private room,550,2,144,2024-12-08,1.12,1,78,15,
3101290,House with  garden in lovely Enskede,14369794,Anna,,Farsta,59.26879,18.07823,Entire home/apt,2600,6,15,2024-06-28,0.13,1,258,1,
3108437,3/4-Student/Int-ship-room 15 min to Stockholm City,8387566,Mats,,Hägersten-Liljeholmens,59.30472,17.97565,Private room,229,30,11,2022-06-05,0.09,4,364,0,
3113785,Cozy Room Near Town & Nature!,9192286,Askar,,Skärholmens,59.29722,17.942,Private room,,1,69,2017-11-04,0.54,1,0,0,
3132733,Idylliskt läge nära vattnet och Stockholm City,15907809,Emma & Alex,,Bromma,59.32445,17.93222,Entire home/apt,3900,5,12,2023-08-06,0.10,1,27,0,
3135540,Beautiful apartment in city centre,15921456,Jelena,,Södermalms,59.31742,18.07368,Entire home/apt,,6,16,2024-08-31,0.14,1,0,5,
3137206,Spacious apartment In the center of Stockholm,15928933,Caroline,,Södermalms,59.31686,18.04892,Entire home/apt,3500,3,14,2024-08-09,0.17,1,263,4,
3146273,Charming 3-room apartment,7992944,Elias,,Norrmalms,59.34044,18.03928,Entire home/apt,3200,4,21,2024-07-29,0.16,1,18,1,
3207209,"Lovely city apartment, Kungsholmen",7638228,Sara,,Kungsholmens,59.32873,18.02867,Entire home/apt,,5,5,2017-01-04,0.04,2,0,0,
3259719,Colorful flat in trendy Sofo,16485609,Arvid,,Södermalms,59.31368,18.09296,Entire home/apt,,5,14,2018-08-15,0.12,1,0,0,
3273835,"Spacious & cozy, near the water.",16554746,Sandra,,Södermalms,59.31687,18.03622,Entire home/apt,3200,4,13,2024-12-27,0.73,1,198,8,
3277477,City Backpackers - Comfortable 8-bed Apartment,4380521,City Backpackers,,Norrmalms,59.33595,18.05487,Entire home/apt,3026,1,93,2024-02-18,0.75,3,146,4,
3317337,Three storeys in Old town townhouse,10692460,Henrik,,Södermalms,59.323811,18.071344,Entire home/apt,3629,2,55,2024-12-09,0.43,3,227,13,
3322916,Bright 3 room apartment,16776647,Ricky,,Enskede-Årsta-Vantörs,59.29735,18.07939,Entire home/apt,1100,3,121,2024-11-03,0.95,1,13,14,
3332427,"Cozy & stylish flat, Old town Sthlm",10692460,Henrik,,Södermalms,59.32381,18.07134,Entire home/apt,1533,2,156,2024-12-09,1.94,3,228,37,
3339466,Fantastisk lägenhet på Kungsholmen,16856777,Gustaf,,Kungsholmens,59.33265,18.01518,Entire home/apt,2000,5,19,2024-08-01,0.18,1,42,4,
3351967,Beautiful perfectly located flat,16913413,Anna,,Kungsholmens,59.33082,18.03923,Entire home/apt,2500,6,37,2024-12-28,0.29,1,7,1,
3385563,"Artistic Studio, Central Stockholm",3977573,Sara,,Södermalms,59.31806,18.04668,Entire home/apt,1366,3,23,2024-12-11,0.18,1,187,2,
3400159,Villa nära bad/bathing place & Stockholm City,17149641,Madeleine,,Älvsjö,59.27285,17.96317,Entire home/apt,3500,5,10,2024-07-20,0.09,1,97,1,
3401995,"Lantlig city-lgh, nära till vatten",17151971,Anna,,Kungsholmens,59.31936,17.98259,Entire home/apt,2000,1,0,,,1,365,0,
3410275,Own room in 2-bedroom flat,16809440,Monica,,Enskede-Årsta-Vantörs,59.30232,18.04689,Private room,584,1,95,2024-09-11,0.74,1,57,11,
3422549,Southside,17251325,Nicole,,Södermalms,59.31693,18.04438,Entire home/apt,2057,3,6,2022-08-31,0.05,1,358,0,
